id	name	test1	test2	test3
400	消灭359200个敌人	1,359200	1,2,3,203	1,1;2,2;3,202
401	消灭360100个敌人	1,360100	-1,2,-203	1,1;2,202
402	消灭361000个敌人	1,361000	1,2,3,204	1,1;2,2;3,203
403	消灭361900个敌人	1,361900	-1,2,-204	1,1;2,203
404	消灭362800个敌人	1,362800	1,2,3,205	1,1;2,2;3,204
405	消灭363700个敌人	1,363700	-1,2,-205	1,1;2,204
406	消灭364600个敌人	1,364600	1,2,3,206	1,1;2,2;3,205
407	消灭365500个敌人	1,365500	-1,2,-206	1,1;2,205
408	消灭366400个敌人	1,366400	1,2,3,207	1,1;2,2;3,206
409	消灭367300个敌人	1,367300	-1,2,-207	1,1;2,206
410	消灭368200个敌人	1,368200	1,2,3,208	1,1;2,2;3,207
411	消灭369100个敌人	1,369100	-1,2,-208	1,1;2,207
412	消灭370000个敌人	1,370000	1,2,3,209	1,1;2,2;3,208
413	消灭370900个敌人	1,370900	-1,2,-209	1,1;2,208
414	消灭371800个敌人	1,371800	1,2,3,210	1,1;2,2;3,209
415	消灭372700个敌人	1,372700	-1,2,-210	1,1;2,209
416	消灭373600个敌人	1,373600	1,2,3,211	1,1;2,2;3,210
417	消灭374500个敌人	1,374500	-1,2,-211	1,1;2,210
418	消灭375400个敌人	1,375400	1,2,3,212	1,1;2,2;3,211
419	消灭376300个敌人	1,376300	-1,2,-212	1,1;2,211
420	消灭377200个敌人	1,377200	1,2,3,213	1,1;2,2;3,212
421	消灭378100个敌人	1,378100	-1,2,-213	1,1;2,212
422	消灭379000个敌人	1,379000	1,2,3,214	1,1;2,2;3,213
423	消灭379900个敌人	1,379900	-1,2,-214	1,1;2,213
424	消灭380800个敌人	1,380800	1,2,3,215	1,1;2,2;3,214
425	消灭381700个敌人	1,381700	-1,2,-215	1,1;2,214
426	消灭382600个敌人	1,382600	1,2,3,216	1,1;2,2;3,215
427	消灭383500个敌人	1,383500	-1,2,-216	1,1;2,215
428	消灭384400个敌人	1,384400	1,2,3,217	1,1;2,2;3,216
429	消灭385300个敌人	1,385300	-1,2,-217	1,1;2,216
430	消灭386200个敌人	1,386200	1,2,3,218	1,1;2,2;3,217
431	消灭387100个敌人	1,387100	-1,2,-218	1,1;2,217
432	消灭388000个敌人	1,388000	1,2,3,219	1,1;2,2;3,218
433	消灭388900个敌人	1,388900	-1,2,-219	1,1;2,218
434	消灭389800个敌人	1,389800	1,2,3,220	1,1;2,2;3,219
435	消灭390700个敌人	1,390700	-1,2,-220	1,1;2,219
436	消灭391600个敌人	1,391600	1,2,3,221	1,1;2,2;3,220
437	消灭392500个敌人	1,392500	-1,2,-221	1,1;2,220
438	消灭393400个敌人	1,393400	1,2,3,222	1,1;2,2;3,221
439	消灭394300个敌人	1,394300	-1,2,-222	1,1;2,221
440	消灭395200个敌人	1,395200	1,2,3,223	1,1;2,2;3,222
441	消灭396100个敌人	1,396100	-1,2,-223	1,1;2,222
442	消灭397000个敌人	1,397000	1,2,3,224	1,1;2,2;3,223
443	消灭397900个敌人	1,397900	-1,2,-224	1,1;2,223
444	消灭398800个敌人	1,398800	1,2,3,225	1,1;2,2;3,224
445	消灭399700个敌人	1,399700	-1,2,-225	1,1;2,224
446	消灭400600个敌人	1,400600	1,2,3,226	1,1;2,2;3,225
447	消灭401500个敌人	1,401500	-1,2,-226	1,1;2,225
448	消灭402400个敌人	1,402400	1,2,3,227	1,1;2,2;3,226
449	消灭403300个敌人	1,403300	-1,2,-227	1,1;2,226
450	消灭404200个敌人	1,404200	1,2,3,228	1,1;2,2;3,227
451	消灭405100个敌人	1,405100	-1,2,-228	1,1;2,227
452	消灭406000个敌人	1,406000	1,2,3,229	1,1;2,2;3,228
453	消灭406900个敌人	1,406900	-1,2,-229	1,1;2,228
454	消灭407800个敌人	1,407800	1,2,3,230	1,1;2,2;3,229
455	消灭408700个敌人	1,408700	-1,2,-230	1,1;2,229
456	消灭409600个敌人	1,409600	1,2,3,231	1,1;2,2;3,230
457	消灭410500个敌人	1,410500	-1,2,-231	1,1;2,230
458	消灭411400个敌人	1,411400	1,2,3,232	1,1;2,2;3,231
459	消灭412300个敌人	1,412300	-1,2,-232	1,1;2,231
460	消灭413200个敌人	1,413200	1,2,3,233	1,1;2,2;3,232
461	消灭414100个敌人	1,414100	-1,2,-233	1,1;2,232
462	消灭415000个敌人	1,415000	1,2,3,234	1,1;2,2;3,233
463	消灭415900个敌人	1,415900	-1,2,-234	1,1;2,233
464	消灭416800个敌人	1,416800	1,2,3,235	1,1;2,2;3,234
465	消灭417700个敌人	1,417700	-1,2,-235	1,1;2,234
466	消灭418600个敌人	1,418600	1,2,3,236	1,1;2,2;3,235
467	消灭419500个敌人	1,419500	-1,2,-236	1,1;2,235
468	消灭420400个敌人	1,420400	1,2,3,237	1,1;2,2;3,236
469	消灭421300个敌人	1,421300	-1,2,-237	1,1;2,236
470	消灭422200个敌人	1,422200	1,2,3,238	1,1;2,2;3,237
471	消灭423100个敌人	1,423100	-1,2,-238	1,1;2,237
472	消灭424000个敌人	1,424000	1,2,3,239	1,1;2,2;3,238
473	消灭424900个敌人	1,424900	-1,2,-239	1,1;2,238
474	消灭425800个敌人	1,425800	1,2,3,240	1,1;2,2;3,239
475	消灭426700个敌人	1,426700	-1,2,-240	1,1;2,239
476	消灭427600个敌人	1,427600	1,2,3,241	1,1;2,2;3,240
477	消灭428500个敌人	1,428500	-1,2,-241	1,1;2,240
478	消灭429400个敌人	1,429400	1,2,3,242	1,1;2,2;3,241
479	消灭430300个敌人	1,430300	-1,2,-242	1,1;2,241
480	消灭431200个敌人	1,431200	1,2,3,243	1,1;2,2;3,242
481	消灭432100个敌人	1,432100	-1,2,-243	1,1;2,242
482	消灭433000个敌人	1,433000	1,2,3,244	1,1;2,2;3,243
483	消灭433900个敌人	1,433900	-1,2,-244	1,1;2,243
484	消灭434800个敌人	1,434800	1,2,3,245	1,1;2,2;3,244
485	消灭435700个敌人	1,435700	-1,2,-245	1,1;2,244
486	消灭436600个敌人	1,436600	1,2,3,246	1,1;2,2;3,245
487	消灭437500个敌人	1,437500	-1,2,-246	1,1;2,245
488	消灭438400个敌人	1,438400	1,2,3,247	1,1;2,2;3,246
489	消灭439300个敌人	1,439300	-1,2,-247	1,1;2,246
490	消灭440200个敌人	1,440200	1,2,3,248	1,1;2,2;3,247
491	消灭441100个敌人	1,441100	-1,2,-248	1,1;2,247
492	消灭442000个敌人	1,442000	1,2,3,249	1,1;2,2;3,248
493	消灭442900个敌人	1,442900	-1,2,-249	1,1;2,248
494	消灭443800个敌人	1,443800	1,2,3,250	1,1;2,2;3,249
495	消灭444700个敌人	1,444700	-1,2,-250	1,1;2,249
496	消灭445600个敌人	1,445600	1,2,3,251	1,1;2,2;3,250
497	消灭446500个敌人	1,446500	-1,2,-251	1,1;2,250
498	消灭447400个敌人	1,447400	1,2,3,252	1,1;2,2;3,251
499	消灭448300个敌人	1,448300	-1,2,-252	1,1;2,251
500	消灭449200个敌人	1,449200	1,2,3,253	1,1;2,2;3,252
501	消灭450100个敌人	1,450100	-1,2,-253	1,1;2,252
502	消灭451000个敌人	1,451000	1,2,3,254	1,1;2,2;3,253
503	消灭451900个敌人	1,451900	-1,2,-254	1,1;2,253
504	消灭452800个敌人	1,452800	1,2,3,255	1,1;2,2;3,254
505	消灭453700个敌人	1,453700	-1,2,-255	1,1;2,254
506	消灭454600个敌人	1,454600	1,2,3,256	1,1;2,2;3,255
507	消灭455500个敌人	1,455500	-1,2,-256	1,1;2,255
508	消灭456400个敌人	1,456400	1,2,3,257	1,1;2,2;3,256
509	消灭457300个敌人	1,457300	-1,2,-257	1,1;2,256
510	消灭458200个敌人	1,458200	1,2,3,258	1,1;2,2;3,257
511	消灭459100个敌人	1,459100	-1,2,-258	1,1;2,257
512	消灭460000个敌人	1,460000	1,2,3,259	1,1;2,2;3,258
513	消灭460900个敌人	1,460900	-1,2,-259	1,1;2,258
514	消灭461800个敌人	1,461800	1,2,3,260	1,1;2,2;3,259
515	消灭462700个敌人	1,462700	-1,2,-260	1,1;2,259
516	消灭463600个敌人	1,463600	1,2,3,261	1,1;2,2;3,260
517	消灭464500个敌人	1,464500	-1,2,-261	1,1;2,260
518	消灭465400个敌人	1,465400	1,2,3,262	1,1;2,2;3,261
519	消灭466300个敌人	1,466300	-1,2,-262	1,1;2,261
520	消灭467200个敌人	1,467200	1,2,3,263	1,1;2,2;3,262
521	消灭468100个敌人	1,468100	-1,2,-263	1,1;2,262
522	消灭469000个敌人	1,469000	1,2,3,264	1,1;2,2;3,263
523	消灭469900个敌人	1,469900	-1,2,-264	1,1;2,263
524	消灭470800个敌人	1,470800	1,2,3,265	1,1;2,2;3,264
525	消灭471700个敌人	1,471700	-1,2,-265	1,1;2,264
526	消灭472600个敌人	1,472600	1,2,3,266	1,1;2,2;3,265
527	消灭473500个敌人	1,473500	-1,2,-266	1,1;2,265
528	消灭474400个敌人	1,474400	1,2,3,267	1,1;2,2;3,266
529	消灭475300个敌人	1,475300	-1,2,-267	1,1;2,266
530	消灭476200个敌人	1,476200	1,2,3,268	1,1;2,2;3,267
531	消灭477100个敌人	1,477100	-1,2,-268	1,1;2,267
532	消灭478000个敌人	1,478000	1,2,3,269	1,1;2,2;3,268
533	消灭478900个敌人	1,478900	-1,2,-269	1,1;2,268
534	消灭479800个敌人	1,479800	1,2,3,270	1,1;2,2;3,269
535	消灭480700个敌人	1,480700	-1,2,-270	1,1;2,269
536	消灭481600个敌人	1,481600	1,2,3,271	1,1;2,2;3,270
537	消灭482500个敌人	1,482500	-1,2,-271	1,1;2,270
538	消灭483400个敌人	1,483400	1,2,3,272	1,1;2,2;3,271
539	消灭484300个敌人	1,484300	-1,2,-272	1,1;2,271
540	消灭485200个敌人	1,485200	1,2,3,273	1,1;2,2;3,272
541	消灭486100个敌人	1,486100	-1,2,-273	1,1;2,272
542	消灭487000个敌人	1,487000	1,2,3,274	1,1;2,2;3,273
543	消灭487900个敌人	1,487900	-1,2,-274	1,1;2,273
544	消灭488800个敌人	1,488800	1,2,3,275	1,1;2,2;3,274
545	消灭489700个敌人	1,489700	-1,2,-275	1,1;2,274
546	消灭490600个敌人	1,490600	1,2,3,276	1,1;2,2;3,275
547	消灭491500个敌人	1,491500	-1,2,-276	1,1;2,275
548	消灭492400个敌人	1,492400	1,2,3,277	1,1;2,2;3,276
549	消灭493300个敌人	1,493300	-1,2,-277	1,1;2,276
550	消灭494200个敌人	1,494200	1,2,3,278	1,1;2,2;3,277
551	消灭495100个敌人	1,495100	-1,2,-278	1,1;2,277
552	消灭496000个敌人	1,496000	1,2,3,279	1,1;2,2;3,278
553	消灭496900个敌人	1,496900	-1,2,-279	1,1;2,278
554	消灭497800个敌人	1,497800	1,2,3,280	1,1;2,2;3,279
555	消灭498700个敌人	1,498700	-1,2,-280	1,1;2,279
556	消灭499600个敌人	1,499600	1,2,3,281	1,1;2,2;3,280
557	消灭500500个敌人	1,500500	-1,2,-281	1,1;2,280
558	消灭501400个敌人	1,501400	1,2,3,282	1,1;2,2;3,281
559	消灭502300个敌人	1,502300	-1,2,-282	1,1;2,281
560	消灭503200个敌人	1,503200	1,2,3,283	1,1;2,2;3,282
561	消灭504100个敌人	1,504100	-1,2,-283	1,1;2,282
562	消灭505000个敌人	1,505000	1,2,3,284	1,1;2,2;3,283
563	消灭505900个敌人	1,505900	-1,2,-284	1,1;2,283
564	消灭506800个敌人	1,506800	1,2,3,285	1,1;2,2;3,284
565	消灭507700个敌人	1,507700	-1,2,-285	1,1;2,284
566	消灭508600个敌人	1,508600	1,2,3,286	1,1;2,2;3,285
567	消灭509500个敌人	1,509500	-1,2,-286	1,1;2,285
568	消灭510400个敌人	1,510400	1,2,3,287	1,1;2,2;3,286
569	消灭511300个敌人	1,511300	-1,2,-287	1,1;2,286
570	消灭512200个敌人	1,512200	1,2,3,288	1,1;2,2;3,287
571	消灭513100个敌人	1,513100	-1,2,-288	1,1;2,287
572	消灭514000个敌人	1,514000	1,2,3,289	1,1;2,2;3,288
573	消灭514900个敌人	1,514900	-1,2,-289	1,1;2,288
574	消灭515800个敌人	1,515800	1,2,3,290	1,1;2,2;3,289
575	消灭516700个敌人	1,516700	-1,2,-290	1,1;2,289
576	消灭517600个敌人	1,517600	1,2,3,291	1,1;2,2;3,290
577	消灭518500个敌人	1,518500	-1,2,-291	1,1;2,290
578	消灭519400个敌人	1,519400	1,2,3,292	1,1;2,2;3,291
579	消灭520300个敌人	1,520300	-1,2,-292	1,1;2,291
580	消灭521200个敌人	1,521200	1,2,3,293	1,1;2,2;3,292
581	消灭522100个敌人	1,522100	-1,2,-293	1,1;2,292
582	消灭523000个敌人	1,523000	1,2,3,294	1,1;2,2;3,293
583	消灭523900个敌人	1,523900	-1,2,-294	1,1;2,293
584	消灭524800个敌人	1,524800	1,2,3,295	1,1;2,2;3,294
585	消灭525700个敌人	1,525700	-1,2,-295	1,1;2,294
586	消灭526600个敌人	1,526600	1,2,3,296	1,1;2,2;3,295
587	消灭527500个敌人	1,527500	-1,2,-296	1,1;2,295
588	消灭528400个敌人	1,528400	1,2,3,297	1,1;2,2;3,296
589	消灭529300个敌人	1,529300	-1,2,-297	1,1;2,296
590	消灭530200个敌人	1,530200	1,2,3,298	1,1;2,2;3,297
591	消灭531100个敌人	1,531100	-1,2,-298	1,1;2,297
592	消灭532000个敌人	1,532000	1,2,3,299	1,1;2,2;3,298
593	消灭532900个敌人	1,532900	-1,2,-299	1,1;2,298
594	消灭533800个敌人	1,533800	1,2,3,300	1,1;2,2;3,299
595	消灭534700个敌人	1,534700	-1,2,-300	1,1;2,299
596	消灭535600个敌人	1,535600	1,2,3,301	1,1;2,2;3,300
597	消灭536500个敌人	1,536500	-1,2,-301	1,1;2,300
598	消灭537400个敌人	1,537400	1,2,3,302	1,1;2,2;3,301
599	消灭538300个敌人	1,538300	-1,2,-302	1,1;2,301
600	消灭539200个敌人	1,539200	1,2,3,303	1,1;2,2;3,302
601	消灭540100个敌人	1,540100	-1,2,-303	1,1;2,302
602	消灭541000个敌人	1,541000	1,2,3,304	1,1;2,2;3,303
603	消灭541900个敌人	1,541900	-1,2,-304	1,1;2,303
604	消灭542800个敌人	1,542800	1,2,3,305	1,1;2,2;3,304
605	消灭543700个敌人	1,543700	-1,2,-305	1,1;2,304
606	消灭544600个敌人	1,544600	1,2,3,306	1,1;2,2;3,305
607	消灭545500个敌人	1,545500	-1,2,-306	1,1;2,305
608	消灭546400个敌人	1,546400	1,2,3,307	1,1;2,2;3,306
609	消灭547300个敌人	1,547300	-1,2,-307	1,1;2,306
610	消灭548200个敌人	1,548200	1,2,3,308	1,1;2,2;3,307
611	消灭549100个敌人	1,549100	-1,2,-308	1,1;2,307
612	消灭550000个敌人	1,550000	1,2,3,309	1,1;2,2;3,308
613	消灭550900个敌人	1,550900	-1,2,-309	1,1;2,308
614	消灭551800个敌人	1,551800	1,2,3,310	1,1;2,2;3,309
615	消灭552700个敌人	1,552700	-1,2,-310	1,1;2,309
616	消灭553600个敌人	1,553600	1,2,3,311	1,1;2,2;3,310
617	消灭554500个敌人	1,554500	-1,2,-311	1,1;2,310
618	消灭555400个敌人	1,555400	1,2,3,312	1,1;2,2;3,311
619	消灭556300个敌人	1,556300	-1,2,-312	1,1;2,311
620	消灭557200个敌人	1,557200	1,2,3,313	1,1;2,2;3,312
621	消灭558100个敌人	1,558100	-1,2,-313	1,1;2,312
622	消灭559000个敌人	1,559000	1,2,3,314	1,1;2,2;3,313
623	消灭559900个敌人	1,559900	-1,2,-314	1,1;2,313
624	消灭560800个敌人	1,560800	1,2,3,315	1,1;2,2;3,314
625	消灭561700个敌人	1,561700	-1,2,-315	1,1;2,314
626	消灭562600个敌人	1,562600	1,2,3,316	1,1;2,2;3,315
627	消灭563500个敌人	1,563500	-1,2,-316	1,1;2,315
628	消灭564400个敌人	1,564400	1,2,3,317	1,1;2,2;3,316
629	消灭565300个敌人	1,565300	-1,2,-317	1,1;2,316
630	消灭566200个敌人	1,566200	1,2,3,318	1,1;2,2;3,317
631	消灭567100个敌人	1,567100	-1,2,-318	1,1;2,317
632	消灭568000个敌人	1,568000	1,2,3,319	1,1;2,2;3,318
633	消灭568900个敌人	1,568900	-1,2,-319	1,1;2,318
634	消灭569800个敌人	1,569800	1,2,3,320	1,1;2,2;3,319
635	消灭570700个敌人	1,570700	-1,2,-320	1,1;2,319
636	消灭571600个敌人	1,571600	1,2,3,321	1,1;2,2;3,320
637	消灭572500个敌人	1,572500	-1,2,-321	1,1;2,320
638	消灭573400个敌人	1,573400	1,2,3,322	1,1;2,2;3,321
639	消灭574300个敌人	1,574300	-1,2,-322	1,1;2,321
640	消灭575200个敌人	1,575200	1,2,3,323	1,1;2,2;3,322
641	消灭576100个敌人	1,576100	-1,2,-323	1,1;2,322
642	消灭577000个敌人	1,577000	1,2,3,324	1,1;2,2;3,323
643	消灭577900个敌人	1,577900	-1,2,-324	1,1;2,323
644	消灭578800个敌人	1,578800	1,2,3,325	1,1;2,2;3,324
645	消灭579700个敌人	1,579700	-1,2,-325	1,1;2,324
646	消灭580600个敌人	1,580600	1,2,3,326	1,1;2,2;3,325
647	消灭581500个敌人	1,581500	-1,2,-326	1,1;2,325
648	消灭582400个敌人	1,582400	1,2,3,327	1,1;2,2;3,326
649	消灭583300个敌人	1,583300	-1,2,-327	1,1;2,326
650	消灭584200个敌人	1,584200	1,2,3,328	1,1;2,2;3,327
651	消灭585100个敌人	1,585100	-1,2,-328	1,1;2,327
652	消灭586000个敌人	1,586000	1,2,3,329	1,1;2,2;3,328
653	消灭586900个敌人	1,586900	-1,2,-329	1,1;2,328
654	消灭587800个敌人	1,587800	1,2,3,330	1,1;2,2;3,329
655	消灭588700个敌人	1,588700	-1,2,-330	1,1;2,329
656	消灭589600个敌人	1,589600	1,2,3,331	1,1;2,2;3,330
657	消灭590500个敌人	1,590500	-1,2,-331	1,1;2,330
658	消灭591400个敌人	1,591400	1,2,3,332	1,1;2,2;3,331
659	消灭592300个敌人	1,592300	-1,2,-332	1,1;2,331
660	消灭593200个敌人	1,593200	1,2,3,333	1,1;2,2;3,332
661	消灭594100个敌人	1,594100	-1,2,-333	1,1;2,332
662	消灭595000个敌人	1,595000	1,2,3,334	1,1;2,2;3,333
663	消灭595900个敌人	1,595900	-1,2,-334	1,1;2,333
664	消灭596800个敌人	1,596800	1,2,3,335	1,1;2,2;3,334
665	消灭597700个敌人	1,597700	-1,2,-335	1,1;2,334
666	消灭598600个敌人	1,598600	1,2,3,336	1,1;2,2;3,335
667	消灭599500个敌人	1,599500	-1,2,-336	1,1;2,335
668	消灭600400个敌人	1,600400	1,2,3,337	1,1;2,2;3,336
669	消灭601300个敌人	1,601300	-1,2,-337	1,1;2,336
670	消灭602200个敌人	1,602200	1,2,3,338	1,1;2,2;3,337
671	消灭603100个敌人	1,603100	-1,2,-338	1,1;2,337
672	消灭604000个敌人	1,604000	1,2,3,339	1,1;2,2;3,338
673	消灭604900个敌人	1,604900	-1,2,-339	1,1;2,338
674	消灭605800个敌人	1,605800	1,2,3,340	1,1;2,2;3,339
675	消灭606700个敌人	1,606700	-1,2,-340	1,1;2,339
676	消灭607600个敌人	1,607600	1,2,3,341	1,1;2,2;3,340
677	消灭608500个敌人	1,608500	-1,2,-341	1,1;2,340
678	消灭609400个敌人	1,609400	1,2,3,342	1,1;2,2;3,341
679	消灭610300个敌人	1,610300	-1,2,-342	1,1;2,341
680	消灭611200个敌人	1,611200	1,2,3,343	1,1;2,2;3,342
681	消灭612100个敌人	1,612100	-1,2,-343	1,1;2,342
682	消灭613000个敌人	1,613000	1,2,3,344	1,1;2,2;3,343
683	消灭613900个敌人	1,613900	-1,2,-344	1,1;2,343
684	消灭614800个敌人	1,614800	1,2,3,345	1,1;2,2;3,344
685	消灭615700个敌人	1,615700	-1,2,-345	1,1;2,344
686	消灭616600个敌人	1,616600	1,2,3,346	1,1;2,2;3,345
687	消灭617500个敌人	1,617500	-1,2,-346	1,1;2,345
688	消灭618400个敌人	1,618400	1,2,3,347	1,1;2,2;3,346
689	消灭619300个敌人	1,619300	-1,2,-347	1,1;2,346
690	消灭620200个敌人	1,620200	1,2,3,348	1,1;2,2;3,347
691	消灭621100个敌人	1,621100	-1,2,-348	1,1;2,347
692	消灭622000个敌人	1,622000	1,2,3,349	1,1;2,2;3,348
693	消灭622900个敌人	1,622900	-1,2,-349	1,1;2,348
694	消灭623800个敌人	1,623800	1,2,3,350	1,1;2,2;3,349
695	消灭624700个敌人	1,624700	-1,2,-350	1,1;2,349
696	消灭625600个敌人	1,625600	1,2,3,351	1,1;2,2;3,350
697	消灭626500个敌人	1,626500	-1,2,-351	1,1;2,350
698	消灭627400个敌人	1,627400	1,2,3,352	1,1;2,2;3,351
699	消灭628300个敌人	1,628300	-1,2,-352	1,1;2,351
700	消灭629200个敌人	1,629200	1,2,3,353	1,1;2,2;3,352
701	消灭630100个敌人	1,630100	-1,2,-353	1,1;2,352
702	消灭631000个敌人	1,631000	1,2,3,354	1,1;2,2;3,353
703	消灭631900个敌人	1,631900	-1,2,-354	1,1;2,353
704	消灭632800个敌人	1,632800	1,2,3,355	1,1;2,2;3,354
705	消灭633700个敌人	1,633700	-1,2,-355	1,1;2,354
706	消灭634600个敌人	1,634600	1,2,3,356	1,1;2,2;3,355
707	消灭635500个敌人	1,635500	-1,2,-356	1,1;2,355
708	消灭636400个敌人	1,636400	1,2,3,357	1,1;2,2;3,356
709	消灭637300个敌人	1,637300	-1,2,-357	1,1;2,356
710	消灭638200个敌人	1,638200	1,2,3,358	1,1;2,2;3,357
711	消灭639100个敌人	1,639100	-1,2,-358	1,1;2,357
712	消灭640000个敌人	1,640000	1,2,3,359	1,1;2,2;3,358
713	消灭640900个敌人	1,640900	-1,2,-359	1,1;2,358
714	消灭641800个敌人	1,641800	1,2,3,360	1,1;2,2;3,359
715	消灭642700个敌人	1,642700	-1,2,-360	1,1;2,359
716	消灭643600个敌人	1,643600	1,2,3,361	1,1;2,2;3,360
717	消灭644500个敌人	1,644500	-1,2,-361	1,1;2,360
718	消灭645400个敌人	1,645400	1,2,3,362	1,1;2,2;3,361
719	消灭646300个敌人	1,646300	-1,2,-362	1,1;2,361
720	消灭647200个敌人	1,647200	1,2,3,363	1,1;2,2;3,362
721	消灭648100个敌人	1,648100	-1,2,-363	1,1;2,362
722	消灭649000个敌人	1,649000	1,2,3,364	1,1;2,2;3,363
723	消灭649900个敌人	1,649900	-1,2,-364	1,1;2,363
724	消灭650800个敌人	1,650800	1,2,3,365	1,1;2,2;3,364
725	消灭651700个敌人	1,651700	-1,2,-365	1,1;2,364
726	消灭652600个敌人	1,652600	1,2,3,366	1,1;2,2;3,365
727	消灭653500个敌人	1,653500	-1,2,-366	1,1;2,365
728	消灭654400个敌人	1,654400	1,2,3,367	1,1;2,2;3,366
729	消灭655300个敌人	1,655300	-1,2,-367	1,1;2,366
730	消灭656200个敌人	1,656200	1,2,3,368	1,1;2,2;3,367
731	消灭657100个敌人	1,657100	-1,2,-368	1,1;2,367
732	消灭658000个敌人	1,658000	1,2,3,369	1,1;2,2;3,368
733	消灭658900个敌人	1,658900	-1,2,-369	1,1;2,368
734	消灭659800个敌人	1,659800	1,2,3,370	1,1;2,2;3,369
735	消灭660700个敌人	1,660700	-1,2,-370	1,1;2,369
736	消灭661600个敌人	1,661600	1,2,3,371	1,1;2,2;3,370
737	消灭662500个敌人	1,662500	-1,2,-371	1,1;2,370
738	消灭663400个敌人	1,663400	1,2,3,372	1,1;2,2;3,371
739	消灭664300个敌人	1,664300	-1,2,-372	1,1;2,371
740	消灭665200个敌人	1,665200	1,2,3,373	1,1;2,2;3,372
741	消灭666100个敌人	1,666100	-1,2,-373	1,1;2,372
742	消灭667000个敌人	1,667000	1,2,3,374	1,1;2,2;3,373
743	消灭667900个敌人	1,667900	-1,2,-374	1,1;2,373
744	消灭668800个敌人	1,668800	1,2,3,375	1,1;2,2;3,374
745	消灭669700个敌人	1,669700	-1,2,-375	1,1;2,374
746	消灭670600个敌人	1,670600	1,2,3,376	1,1;2,2;3,375
747	消灭671500个敌人	1,671500	-1,2,-376	1,1;2,375
748	消灭672400个敌人	1,672400	1,2,3,377	1,1;2,2;3,376
749	消灭673300个敌人	1,673300	-1,2,-377	1,1;2,376
750	消灭674200个敌人	1,674200	1,2,3,378	1,1;2,2;3,377
751	消灭675100个敌人	1,675100	-1,2,-378	1,1;2,377
752	消灭676000个敌人	1,676000	1,2,3,379	1,1;2,2;3,378
753	消灭676900个敌人	1,676900	-1,2,-379	1,1;2,378
754	消灭677800个敌人	1,677800	1,2,3,380	1,1;2,2;3,379
755	消灭678700个敌人	1,678700	-1,2,-380	1,1;2,379
756	消灭679600个敌人	1,679600	1,2,3,381	1,1;2,2;3,380
757	消灭680500个敌人	1,680500	-1,2,-381	1,1;2,380
758	消灭681400个敌人	1,681400	1,2,3,382	1,1;2,2;3,381
759	消灭682300个敌人	1,682300	-1,2,-382	1,1;2,381
760	消灭683200个敌人	1,683200	1,2,3,383	1,1;2,2;3,382
761	消灭684100个敌人	1,684100	-1,2,-383	1,1;2,382
762	消灭685000个敌人	1,685000	1,2,3,384	1,1;2,2;3,383
763	消灭685900个敌人	1,685900	-1,2,-384	1,1;2,383
764	消灭686800个敌人	1,686800	1,2,3,385	1,1;2,2;3,384
765	消灭687700个敌人	1,687700	-1,2,-385	1,1;2,384
766	消灭688600个敌人	1,688600	1,2,3,386	1,1;2,2;3,385
767	消灭689500个敌人	1,689500	-1,2,-386	1,1;2,385
768	消灭690400个敌人	1,690400	1,2,3,387	1,1;2,2;3,386
769	消灭691300个敌人	1,691300	-1,2,-387	1,1;2,386
770	消灭692200个敌人	1,692200	1,2,3,388	1,1;2,2;3,387
771	消灭693100个敌人	1,693100	-1,2,-388	1,1;2,387
772	消灭694000个敌人	1,694000	1,2,3,389	1,1;2,2;3,388
773	消灭694900个敌人	1,694900	-1,2,-389	1,1;2,388
774	消灭695800个敌人	1,695800	1,2,3,390	1,1;2,2;3,389
775	消灭696700个敌人	1,696700	-1,2,-390	1,1;2,389
776	消灭697600个敌人	1,697600	1,2,3,391	1,1;2,2;3,390
777	消灭698500个敌人	1,698500	-1,2,-391	1,1;2,390
778	消灭699400个敌人	1,699400	1,2,3,392	1,1;2,2;3,391
779	消灭700300个敌人	1,700300	-1,2,-392	1,1;2,391
780	消灭701200个敌人	1,701200	1,2,3,393	1,1;2,2;3,392
781	消灭702100个敌人	1,702100	-1,2,-393	1,1;2,392
782	消灭703000个敌人	1,703000	1,2,3,394	1,1;2,2;3,393
783	消灭703900个敌人	1,703900	-1,2,-394	1,1;2,393
784	消灭704800个敌人	1,704800	1,2,3,395	1,1;2,2;3,394
785	消灭705700个敌人	1,705700	-1,2,-395	1,1;2,394
786	消灭706600个敌人	1,706600	1,2,3,396	1,1;2,2;3,395
787	消灭707500个敌人	1,707500	-1,2,-396	1,1;2,395
788	消灭708400个敌人	1,708400	1,2,3,397	1,1;2,2;3,396
789	消灭709300个敌人	1,709300	-1,2,-397	1,1;2,396
790	消灭710200个敌人	1,710200	1,2,3,398	1,1;2,2;3,397
791	消灭711100个敌人	1,711100	-1,2,-398	1,1;2,397
792	消灭712000个敌人	1,712000	1,2,3,399	1,1;2,2;3,398
793	消灭712900个敌人	1,712900	-1,2,-399	1,1;2,398
794	消灭713800个敌人	1,713800	1,2,3,400	1,1;2,2;3,399
795	消灭714700个敌人	1,714700	-1,2,-400	1,1;2,399
796	消灭715600个敌人	1,715600	1,2,3,401	1,1;2,2;3,400
797	消灭716500个敌人	1,716500	-1,2,-401	1,1;2,400
798	消灭717400个敌人	1,717400	1,2,3,402	1,1;2,2;3,401
